"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"hapillio cashew","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","100-1K","2532","B01LZ5DPXD","B08487XKYR","60.32","34.64","32.99","0.81","52.94","0.00","7days"
"hippo dry fruits","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","3444","B01LY6B085","B01LZ5DPXD","55.42","13.13","14.06","0.00","47.41","0.00","7days"
"hapillo casew","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","3931","B01LZ5DPXD","B08487XKYR","70.33","0.00","0.00","0.00","0.00","0.00","7days"
"happily cashew","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","5796","B0992N4SCC","B08487XKYR","29.32","22.67","18.95","62.76","54.08","0.00","7days"
"happillo cashew","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","9828","B08487XKYR","B08487XKYR","68.65","0.00","0.00","0.00","0.00","0.00","7days"
"hapillo kaju","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","13503","B08487XKYR","B08487XKYR","73.78","0.00","0.00","0.00","0.00","0.00","7days"
"hapillo cashew","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1-100","14527","B0992N4SCC","B08487XKYR","63.33","0.00","0.00","0.00","0.00","0.00","7days"
