"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"hapillio mixed dry fruits","BRANDED","Grocery-Dried Fruits, Nuts & Seeds","Mixed Nuts","1-100","8172","B07Q37RLT1","B01LY6B085","46.12","55.77","50.67","0.00","41.77","0.00","7days"
