"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","100K-200K","3","B07NRT36X5","B084885G2J","21.86","30.64","24.38","39.02","29.01","24.85","7days"
"dates 1kg pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","21","B08VJFJ6T4","B0758J61YD","12.91","20.82","16.93","33.12","23.47","31.25","7days"
"dates 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","33","B07NPXLPVM","B077FXXBM6","14.04","31.25","24.74","34.88","27.28","23.51","7days"
"kimia dates","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","53","B08VJFJ6T4","B084885G2J","18.56","27.94","24.68","40.78","34.75","0.00","7days"
"lion dates","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","58","B01B1IDRKO","B0B7DPDKLN","18.54","8.49","8.95","36.45","34.03","59.31","7days"
"dry dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","65","B075X38QVC","B0758J61YD","17.05","13.83","13.58","40.95","32.25","56.90","7days"
"dates dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","71","B0758J61YD","B077FXXBM6","27.54","31.98","26.49","17.39","28.73","79.40","7days"
"khajur","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","101","B077FXXBM6","B0758JN85Y","17.68","22.60","21.39","69.69","31.40","43.47","7days"
"khajur dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","103","B08PC8VH9V","B084885G2J","26.81","20.08","19.10","50.89","36.37","61.00","7days"
"ajwa dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","112","B099FDHLXT","B0BH35WPYG","2.25","2.67","3.62","39.54","13.81","0.00","7days"
"seedless dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","122","B099WFJZR1","B084885G2J","8.58","27.47","22.96","61.97","26.00","25.37","7days"
"khajoor","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","124","B077FXXBM6","B084885G2J","8.25","32.62","25.06","132.01","24.20","31.84","7days"
"al barakah dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","128","B09NVM66L5","B0BH35WPYG","4.49","0.67","0.73","0.00","20.75","0.00","7days"
"medjool dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","141","B079PYZHQQ","B01FQVXX88","4.69","3.07","3.37","0.00","26.39","111.62","7days"
"black dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","155","B07NRT36X5","B07NRT36X5","11.83","13.31","15.47","36.09","26.90","0.00","7days"
"lion dates buy 1 get 1 free","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","157","B08LT81NP7","B0B7DPDKLN","10.92","5.11","4.52","0.00","39.16","6.74","7days"
"ajwa dates original","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","161","B0767Z51PZ","B0BH35WPYG","1.75","3.10","4.39","212.42","15.19","0.00","7days"
"happilo dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","167","B077FXXBM6","B0758J61YD","72.19","70.42","62.15","7.37","38.66","25.76","7days"
"khajoor dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","172","B077FXXBM6","B0758JN85Y","8.34","33.62","24.68","84.33","25.50","9.20","7days"
"kimia dates buy 1 get 1 free","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","176","B0B65PPXWB","B09CGY8F47","14.22","7.70","5.82","0.00","36.61","0.00","7days"
"dry dates 1kg best quality","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","191","B075X38QVC","B0758J61YD","14.49","12.00","14.14","183.27","34.21","28.85","7days"
"date","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","196","B07NRT36X5","B084885G2J","20.90","30.68","25.32","90.90","29.45","18.37","7days"
"dates seedless","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","205","B099WFJZR1","B084885G2J","11.69","27.20","22.95","23.56","28.11","0.00","7days"
"dates powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","234","B0956NRMWB","B0956NRMWB","1.40","1.31","1.54","16.08","18.30","0.00","7days"
"khajoor 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","270","B07Q6RP8X1","B0758J61YD","21.65","20.59","16.22","38.61","36.54","18.44","7days"
"kalmi dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","272","B08JR91YR7","B0758JN85Y","15.97","22.45","20.81","16.41","19.04","9.91","7days"
"arabian dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","273","B09FKJ499N","B084885G2J","10.28","22.65","20.50","44.52","27.80","26.42","7days"
"omani dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","282","B077FXXBM6","B084885G2J","15.10","36.89","36.14","13.54","29.95","0.00","7days"
"al barakah premium emirates dates 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","286","B08Y6R9FQW","B0B7G91KB6","4.47","0.05","0.04","0.00","19.71","0.00","7days"
"kharik powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","302","B09XDKBHMH","B0BC1TDPM1","5.14","0.41","0.31","0.00","37.39","0.00","7days"
"chuhara dry fruits 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","311","B075X38QVC","B0758JN85Y","18.38","23.78","16.49","0.00","35.63","0.00","7days"
"khajur dry fruits 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","314","B093SSC2Q3","B077FXXBM6","28.34","19.72","18.70","73.96","40.82","0.00","7days"
"premium emirates dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","317","B09JZ2QXJ1","B0B7G91KB6","7.29","0.33","0.65","0.00","25.68","0.00","7days"
"dates dry fruits 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","325","B08VJFJ6T4","B0758J61YD","19.37","20.10","19.15","23.30","36.36","0.00","7days"
"fard dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","339","B008MEITOK","B084885G2J","7.28","20.86","17.71","34.44","22.71","0.00","7days"
"dry dates powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","350","B09XDKBHMH","B0956NRMWB","1.40","4.44","5.19","0.00","19.56","0.00","7days"
"black dates 1kg offer buy 1 get 1","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","354","B072MSCP5N","B07NRT36X5","15.81","8.11","10.17","0.00","28.22","0.00","7days"
"medjool dates 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","378","B07R5PY9QD","B08J7X11WW","10.83","2.53","2.69","0.00","17.76","0.00","7days"
"khejur","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","389","B077FXXBM6","B084885G2J","26.91","38.44","28.21","23.19","34.33","22.65","7days"
"manna dates","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","399","B07NRT36X5","B07NRT36X5","15.71","23.36","21.81","63.19","30.11","0.00","7days"
"dried dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","411","B075X38QVC","B0758JN85Y","12.13","34.52","29.99","284.35","22.05","0.00","7days"
"medjoul dates 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","422","B095199R3W","B01FQVXX88","1.40","0.08","0.26","0.00","19.52","0.00","7days"
