"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","100K-200K","1","B08P1FLDB8","B01LZ5DFW2","30.84","23.11","18.01","41.47","38.79","65.62","7days"
"mixed dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","10K-50K","73","B0BHJDKLKK","B09MM96YC4","21.90","15.42","18.83","29.50","46.41","193.81","7days"
"dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","95","B08P1FLDB8","B01LZ5DFW2","29.05","20.28","16.42","66.20","41.17","40.56","7days"
"mix dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","111","B0BHJDKLKK","B08JTBYKDW","11.86","22.22","20.95","36.85","46.54","0.00","7days"
"dried fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","145","B09SLPNMYC","B0B4DPJ9C3","28.93","12.75","9.36","20.01","52.48","72.56","7days"
"mixed dry fruits 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","159","B09VCC91WS","B09MM96YC4","17.34","17.09","19.66","47.76","43.12","0.00","7days"
"trail mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","200","B09P9Y4XRD","B01LY6B085","15.38","22.53","22.90","118.07","46.64","201.50","7days"
"dry fruits mixed pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","247","B01LY6B085","B01LY6B085","21.28","30.66","26.50","18.11","50.05","0.00","7days"
"dryfruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","308","B08P1FLDB8","B09HTWBZ66","29.96","10.00","0.00","0.00","0.00","0.00","7days"
"grocery items all","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","316","B06WVBRCJ4","B09HTWBZ66","49.74","6.05","2.90","50.96","9.89","0.00","7days"
"nutty gritties","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","458","B07WBY2FDQ","B08JTBYKDW","0.60","3.95","4.02","0.00","44.60","0.00","7days"
"chestnut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","498","B08L89L1DH","B096RNG53M","4.33","12.22","11.67","0.00","6.01","0.00","7days"
"dry fruits combo pack 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","518","B0974JHBB4","B09HTWBZ66","14.34","4.03","4.45","8.84","42.89","0.00","7days"
"mix nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","523","B01LY6B085","B09WRMXP9Z","21.54","13.12","12.37","0.00","54.78","0.00","7days"
"ministry of nuts pack of 5","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","532","B09HTWBZ66","B09HTWBZ66","3.84","0.06","0.11","0.00","18.42","0.00","7days"
"dry fruits and nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","534","B08P1FLDB8","B01LZ5DFW2","26.39","18.02","14.17","0.00","44.26","31.77","7days"
