"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"almond+mamra","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","17683","B09NFMJLYQ","B084884GKX","0.00","26.67","0.00","0.00","0.00","0.00","7days"
"happilo cashews 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","17769","B0758D65V3","B01LX75MZS","59.26","35.59","31.34","0.00","30.30","0.00","7days"
"badam gulbandi 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","17783","B09LVVMM63","B07GQNM6N2","10.79","26.67","25.93","0.00","28.13","0.00","7days"
"almond house sweets hyderabad","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","17797","B07JV9SWJ1","B0BGZFS5M6","5.63","0.00","0.00","0.00","58.82","0.00","7days"
"smoked","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","17816","B09FT6T6L2","B073B73871","0.42","0.00","0.00","0.00","0.00","0.00","7days"
"himalayan natives almonds 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18000","B09GNV7YZM","B09TQYN2DT","36.18","19.23","10.87","0.00","55.81","0.00","7days"
"almonnds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18003","B0992KMQYL","B07GQNLYBN","13.38","0.00","0.00","0.00","0.00","0.00","7days"
"badam fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18023","B01LY6B08A","B084884GKX","19.29","55.88","46.34","6.86","33.33","0.00","7days"
"amazon almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18079","B01LPY9R08","B07GQNQNJG","14.73","20.22","23.76","0.00","66.27","0.00","7days"
"almonds indian","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18109","B09PDT5RMF","B084884GKX","21.48","33.33","0.00","0.00","0.00","0.00","7days"
"badam tukda 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18129","B09K427SPL","B09GNV7YZM","14.71","37.50","34.38","0.00","32.00","0.00","7days"
"badam in fresh 500gm california","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18139","B01718FM4C","B084884GKX","18.18","37.50","0.00","0.00","0.00","0.00","7days"
"deluxe almond","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18159","B09MK816ZB","B081V2HZFC","37.93","10.00","5.56","0.00","47.06","0.00","7days"
"sugerbadam","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18160","B0992KMQYL","B08DM2ZPZZ","0.64","0.00","0.00","0.00","0.00","0.00","7days"
"afghanistan almond amra","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18238","B079WWRN51","B07GQNM6N2","9.09","20.00","11.11","0.00","47.37","0.00","7days"
"tata sampann raisins 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18250","B09GNV7YZM","B09GNSFRVC","20.48","11.63","12.77","6.56","5.56","0.00","7days"
"black rasine","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18287","B08CNBCB6N","B07GR346FX","22.91","0.00","0.00","0.00","0.00","0.00","7days"
"almonds organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18305","B08HV9Z3HQ","B084884GKX","11.83","23.68","0.00","5.61","0.00","0.00","7days"
"badaam 1 kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18320","B0992KMQYL","B084884GKX","18.05","0.00","0.00","0.00","0.00","0.00","7days"
"wonderland foods dry fruits gift pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18343","B0B7DM9C88","B09VZ446DR","8.29","0.00","7.14","0.00","41.18","0.00","7days"
"almonds 1kg happilo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18350","B01LZH58GI","B0992KMQYL","56.25","52.50","52.27","4.02","60.98","0.00","7days"
"prov california independence almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18360","B081V2HZFC","B081V2HZFC","25.35","0.00","0.00","0.00","0.00","0.00","7days"
"almond fresh 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18384","B01LPY9P2I","B0992KMQYL","24.55","37.50","0.00","1.43","59.09","0.00","7days"
"kadwa badam diabetes 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18481","B09NHLY6F6","B09MTM3V27","1.67","4.76","5.63","0.00","22.95","0.00","7days"
"almonds 500gm low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18485","B0B1WRTTR6","B07GQNQNJG","22.16","40.74","0.00","0.00","0.00","0.00","7days"
"almond 1000gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","1-100","18487","B09NBYQG17","B0992KMQYL","13.33","37.50","0.00","0.00","0.00","0.00","7days"
