"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"blueberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","63","B01MCVLVC7","B07GQWST7K","24.85","2.21","2.43","8.18","57.98","45.30","7days"
"prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","77","B00RTBV0R0","B00RTBV0R0","5.30","0.02","0.01","0.00","7.23","0.00","7days"
"blueberry dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","85","B01MCVLVC7","B08RP86P5C","19.69","7.60","6.23","19.31","55.82","20.35","7days"
"prunes dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","5K-10K","115","B00OOHS0AC","B00RTBV0R0","4.07","0.08","0.14","0.00","6.15","0.00","7days"
"blue berry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","163","B09MJ6K1RQ","B09BB1QWDG","20.11","13.80","13.36","0.00","53.62","34.20","7days"
"blueberries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","180","B01MCVLVC7","B07GQWST7K","21.31","7.53","7.17","0.00","56.68","24.68","7days"
"blue berry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","256","B09MJ6K1RQ","B01LYTOXJ1","23.20","11.96","10.75","23.13","55.18","65.70","7days"
"blueberry fresh fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","297","B01MCVLVC7","B09PJD7MVG","21.06","16.24","14.18","44.34","56.39","53.94","7days"
"black berry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","345","B09MFQPH4Q","B07X7X8QH6","10.70","6.36","5.27","22.32","27.52","15.29","7days"
"dried kiwi","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","353","B07Q8MPBHT","B08SW7HGY9","8.30","0.61","0.55","0.00","28.83","0.00","7days"
"prunes dry fruits without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","355","B00OOHS0AC","B00RTBV0R0","3.81","0.07","0.06","4.86","5.90","0.00","7days"
"kiwi dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","374","B07Q8MPBHT","B08RS21H4S","11.30","1.51","2.18","4.74","30.93","0.00","7days"
"blue berry fruit 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","375","B018IB47IS","B09BB1QWDG","17.03","1.78","1.46","3.87","52.04","48.37","7days"
"blue berry fruit dry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","390","B01MCVLVC7","B01AWJJ1Y4","19.75","7.21","7.66","0.00","55.19","19.44","7days"
"blueberries fresh fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","402","B07BG8V84G","B07GR24VMZ","25.44","5.73","5.76","0.00","67.04","0.00","7days"
"goji berry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","416","B01HM9TJH6","B08RC5LGQ1","3.27","0.62","0.65","0.00","15.61","0.00","7days"
"prunes 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","612","B01MUYB0XH","B00RTBV0R0","4.35","0.00","0.00","0.00","8.99","0.00","7days"
"prune","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","639","B00OOHS0AC","B00RTBV0R0","7.57","0.00","0.00","0.00","12.52","0.00","7days"
"blueberries without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","653","B08ZDDHWFT","B07GQWST7K","14.95","1.57","1.54","0.00","58.47","26.18","7days"
"pitted prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","757","B01LWVFCMF","B00RTBV0R0","4.22","0.00","0.17","0.00","10.62","0.00","7days"
"dried prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","774","B00OOHS0AC","B00RTBV0R0","7.06","0.10","0.09","0.00","25.39","0.00","7days"
"dried plum","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","780","B077Z4LVMP","B00RTBV0R0","1.30","0.00","0.09","0.00","7.75","0.00","7days"
"goji berries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","956","B01HM9TJH6","B07D28NCZ5","6.84","2.73","2.35","0.00","16.81","0.00","7days"
"dry plum","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","973","B08NHNKX4G","B00RTBV0R0","0.26","0.72","0.58","0.00","6.07","0.00","7days"
"dried plums","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","976","B08NHNKX4G","B00RTBV0R0","5.01","0.00","0.00","0.00","26.89","0.00","7days"
"goji berries organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","987","B0BD4PBTCJ","B07D27TG8K","3.33","0.00","0.00","0.00","14.71","0.00","7days"
"blueberries dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1175","B01MCVLVC7","B07GQWST7K","18.13","8.32","8.02","0.00","50.32","6.41","7days"
"happilo blueberries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1327","B01LYTOXJ1","B0758J9P5T","74.27","51.27","48.40","0.00","64.49","0.00","7days"
"dried blueberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1342","B01LYTOXJ1","B07GQWST7K","23.41","0.66","0.68","0.00","53.40","18.04","7days"
"prunes 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1471","B07GQZSS53","B00RTBV0R0","3.34","0.00","0.22","0.00","11.17","0.00","7days"
"fresh blueberries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1533","B09B2C4HDC","B07GR82XK8","12.40","25.49","22.67","0.00","41.22","0.00","7days"
"happilo prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1543","B01LWVFCMF","B01LWVFCMF","69.77","77.89","76.42","60.03","30.81","0.00","7days"
"plums dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1544","B08NHNKX4G","B00RTBV0R0","2.27","0.00","0.00","0.00","0.00","0.00","7days"
"blue berrys","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1655","B01MCVLVC7","B0758JQHBL","20.79","14.56","14.63","0.00","51.21","0.00","7days"
"dried blueberries without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1853","B08RC6YY8G","B07GR24VMZ","6.13","0.00","0.00","0.00","40.98","0.00","7days"
"blue berry fruit fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1943","B07GR24VMZ","B07GR24VMV","21.66","21.43","17.61","0.00","61.88","0.00","7days"
"happilo blueberry cranberry duet","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1975","B0758J9P5T","B0758J9P5T","43.52","68.83","64.94","5.06","64.34","0.00","7days"
"blueberries fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1981","B07BG8V84G","B0758JQHBL","17.18","31.32","28.57","0.00","50.58","0.00","7days"
"dry kiwi fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","2228","B07Q8MPBHT","B08SW4GS6F","11.02","11.44","14.73","0.00","37.43","0.00","7days"
"happilo berries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","2312","B01LXIWNMH","B01LXIWNMH","63.66","57.08","50.99","3.19","29.31","6.87","7days"
