"keyword","keywordType","category","subcategory","traffic","categoryRank","searchVolumeGrowthWOW","searchVolumeGrowthVsTrailing4WeekAvg","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"chilgoja in dry fruits 250 gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","623","8.00","21.94","B08RSQ5BPC","B08P9SQ8RY","6.11","0.00","0.00","0.00","29.06","0.00","7days"
"chilgoza dry fruits 100gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1137","4.82","8.83","B08RXRL5WZ","B08P9SQ8RY","5.10","0.00","0.00","0.00","26.18","0.00","7days"
