"keyword","keywordType","category","subcategory","traffic","categoryRank","searchVolumeGrowthWOW","searchVolumeGrowthVsTrailing4WeekAvg","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"brazil+nuts+online","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Brazil Nuts","100-1K","695","52.12","138.23","B07QGZX1S6","B09F66X58Y","2.21","2.90","3.04","0.00","10.54","0.00","7days"
"brazil nuts online","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Brazil Nuts","100-1K","1502","5.88","71.16","B08ZKSQTBQ","B082VBYKHD","1.33","0.86","1.97","0.00","7.95","0.00","7days"
