"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"brazil nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","10K-50K","35","B07QSH31HG","B014URMS0S","12.58","1.30","1.45","0.00","5.50","0.00","7days"
"hazelnut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","10K-50K","48","B01HNRWIXY","B08S7B6RJC","0.37","0.00","0.00","0.00","0.00","0.00","7days"
"hazel nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","1K-5K","185","B07175MW1C","B08S7B6RJC","0.48","0.05","0.04","0.00","0.18","0.00","7days"
"brazilian nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","1K-5K","225","B07587K8RS","B0BBCKVLGQ","7.41","7.46","6.89","0.00","12.87","0.00","7days"
"hazelnuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","1K-5K","308","B01HNRWIXY","B08S7B6RJC","0.12","0.00","0.00","0.00","0.00","0.00","7days"
"brazil nuts 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","1K-5K","377","B08R5ZYMSM","B09F66X58Y","3.50","6.71","6.00","54.63","4.46","0.00","7days"
"brazil nut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","1K-5K","449","B07QSH31HG","B0BBCKVLGQ","7.81","0.08","0.07","0.00","5.78","0.00","7days"
"hazlenut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","100-1K","564","B08Y77ZN5X","B08S7B6RJC","11.35","0.00","0.00","0.00","34.51","0.00","7days"
"brazil nuts 250g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","100-1K","601","B08ZKS7NCZ","B014URMS0S","1.17","0.29","0.48","0.00","5.24","0.00","7days"
"hazelnuts 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","100-1K","857","B08SHYHFF2","B08SHYHFF2","0.59","0.00","0.00","0.00","0.00","0.00","7days"
"brazil nuts 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Hazelnuts","100-1K","1086","B08ZKSQTBQ","B09F66X58Y","7.00","0.00","0.54","0.00","7.84","0.00","7days"
