"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","100K-200K","3","B07NRT36X5","B084885G2J","21.13","29.91","23.96","37.35","27.00","25.67","7days"
"dates 1kg pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","21","B08VJFJ6T4","B0758J61YD","11.82","20.79","17.33","35.93","22.34","35.34","7days"
"dates 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","34","B07NPXLPVM","B077FXXBM6","14.49","29.75","23.66","34.55","26.13","21.99","7days"
"kimia dates","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","57","B08VJFJ6T4","B084885G2J","19.46","27.90","24.74","69.37","33.96","0.00","7days"
"lion dates","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","59","B08LT81NP7","B0B7DPDKLN","16.81","8.47","9.17","64.94","32.63","33.25","7days"
"dry dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","66","B075X38QVC","B0758J61YD","16.62","13.79","14.23","45.35","31.51","61.13","7days"
"dates dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","10K-50K","73","B0758J61YD","B077FXXBM6","27.15","32.16","26.97","17.72","27.19","70.75","7days"
"khajur","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","101","B077FXXBM6","B0758J61YD","17.11","23.19","21.64","77.34","31.05","89.44","7days"
"khajur dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","104","B08PC8VH9V","B084885G2J","26.54","22.03","19.20","36.57","34.77","57.86","7days"
"ajwa dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","112","B099FDHLXT","B0BH35WPYG","2.27","2.13","3.26","26.25","12.07","0.00","7days"
"khajoor","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","124","B077FXXBM6","B0758J61YD","8.42","30.77","24.08","143.74","22.49","29.43","7days"
"seedless dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","129","B099WFJZR1","B0758J61YD","7.97","27.00","22.52","59.64","24.77","23.00","7days"
"medjool dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","143","B079PYZHQQ","B01FQVXX88","4.24","3.34","3.71","24.79","23.89","139.67","7days"
"black dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","148","B07NRT36X5","B07NRT36X5","12.46","13.09","15.59","51.15","25.69","0.00","7days"
"lion dates buy 1 get 1 free","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","5K-10K","151","B08LT81NP7","B0B7DPDKLN","10.61","5.00","4.43","0.00","37.70","6.74","7days"
"khajoor dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","160","B077FXXBM6","B0758JN85Y","8.26","32.38","24.01","79.52","23.28","10.59","7days"
"happilo dates","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","165","B077FXXBM6","B077FXXBM6","72.29","66.38","58.96","6.59","35.98","25.35","7days"
"kimia dates buy 1 get 1 free","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","170","B0B58PXFB6","B09CGY8F47","14.94","9.59","7.10","0.00","35.40","0.00","7days"
"ajwa dates original","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","182","B0767Z51PZ","B0BH35WPYG","1.86","3.17","4.34","171.46","13.31","0.00","7days"
"dry dates 1kg best quality","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","188","B075X38QVC","B0758J61YD","15.60","12.49","14.82","204.54","33.59","24.58","7days"
"date","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","196","B07NRT36X5","B084885G2J","20.38","28.63","23.91","66.44","27.01","14.97","7days"
"dates seedless","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","203","B099WFJZR1","B084885G2J","11.16","26.16","21.95","20.20","26.85","0.00","7days"
"dates powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Dates","1K-5K","218","B0956NRMWB","B0956NRMWB","1.22","1.21","1.48","16.08","15.82","0.00","7days"
