"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"apricots dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","10K-50K","54","B082DGDZM9","B07NCNQMNM","5.74","5.51","4.52","34.47","15.54","13.62","7days"
"apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","10K-50K","84","B082DGDZM9","B01M04G25G","5.36","5.96","4.66","30.74","1.24","0.00","7days"
"rose petals","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","224","B08RBQJ84Y","B07PZ7PJ3R","0.09","0.00","0.00","0.00","0.00","0.00","7days"
"dried apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","230","B082DGDZM9","B07NCNQMNM","4.70","5.93","4.69","30.97","7.86","0.00","7days"
"apricots dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","245","B082DGW7DF","B07NCNQMNM","7.25","2.70","2.08","0.00","24.40","0.00","7days"
"apricot dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","299","B01M04G25G","B01M04G25G","22.04","12.04","9.45","2.09","15.81","0.00","7days"
"apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","315","B082DGDZM9","B01M04G25G","4.57","5.31","4.21","45.53","1.36","0.00","7days"
"dry apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","493","B078LJJCHF","B07NCNQMNM","8.30","3.63","3.30","0.00","30.70","0.00","7days"
"dry rose petals","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","513","B08RBQJ84Y","B07PZ7PJ3R","1.03","0.00","0.00","0.00","3.53","0.00","7days"
"khumani dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","821","B078LJJCHF","B07NCNQMNM","10.55","4.95","4.02","0.00","16.74","0.00","7days"
"dried apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","832","B078LJJCHF","B01M04G25G","8.73","6.84","6.12","8.07","2.00","0.00","7days"
"rasberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","925","B0B2LJV3JR","B07GR8351K","10.40","5.51","5.41","0.00","26.84","0.00","7days"
"turkish apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1118","B082DGDZM9","B01M04G25G","5.47","8.49","7.12","34.92","7.87","0.00","7days"
"rose petal","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1152","B08RBQJ84Y","B07PZ7PJ3R","0.04","0.00","0.00","0.00","0.00","0.00","7days"
"happilo apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1287","B01M04G25G","B01M04G25G","32.21","7.30","6.24","39.45","16.98","0.00","7days"
"khumani","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1289","B078LJJCHF","B07NCNQMNM","4.13","0.00","0.00","0.00","0.00","0.00","7days"
"dried apricots dry fruit 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1303","B078LJJCHF","B07NCNQMNM","4.98","6.39","5.94","0.00","23.87","0.00","7days"
"khumani dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1377","B0BCG9FHCR","B07NCNQMNM","2.23","2.54","2.28","2.01","7.83","0.00","7days"
"dried rose petals edible organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1572","B08X2YBGHS","B08X2YBGHS","0.00","2.44","2.60","0.00","1.32","0.00","7days"
"dry apricot dry fruits 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1623","B078LJJCHF","B09JVS7CV6","6.20","5.02","3.91","0.00","32.87","0.00","7days"
"turkish delight","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1687","B07W5HJ6ZZ","B08S7B6RJC","3.67","0.00","0.21","0.00","69.13","0.00","7days"
"khubani","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1699","B078LJJCHF","B07PZWP8Z1","0.70","0.00","0.00","0.00","0.00","0.00","7days"
"apricot 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1866","B082DGW7DF","B07PZWP8Z1","0.69","0.00","0.00","0.00","0.00","0.00","7days"
"rasberries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","2139","B08WCP7VM4","B07GR2G678","18.83","4.91","5.85","0.00","42.59","0.00","7days"
"dried rose petals","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","2258","B08RBQJ84Y","B08RBQJ84Y","0.52","0.00","0.00","0.00","0.00","0.00","7days"
"dry raspberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","2962","B07512GYB9","B07GR2G678","13.64","1.92","2.21","0.00","38.73","0.00","7days"
"dried apricot 250g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3126","B082DGDZM9","B07NCNQMNM","3.75","4.13","3.36","0.00","13.46","0.00","7days"
"dried apricots dry fruit 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3167","B07NCNQMNM","B0758JJ2ST","2.66","12.73","8.64","0.00","19.89","0.00","7days"
"apricot in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3244","B0758JN85Y","B01M04G25G","36.28","34.55","33.33","0.00","18.52","0.00","7days"
"apricot+dry+fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3433","B078LJJCHF","B07PZWP8Z1","1.57","0.00","0.00","0.00","0.00","0.00","7days"
"apricot fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3454","B07C356GKK","B07NCNQMNM","5.60","3.39","2.99","0.00","14.39","0.00","7days"
"organic fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","3809","B07BG51WR1","B07D28NCZ5","0.48","5.32","4.03","0.00","10.07","0.00","7days"
"sun dried apricots dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","4009","B09JVS7CV6","B074MC7TZL","3.78","1.59","0.72","0.00","17.05","0.00","7days"
"dry fruits apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","4018","B082DGDZM9","B01M04G25G","14.40","3.49","2.46","0.00","30.57","0.00","7days"
"apricot+1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","4080","B082ZQXMBV","B084383TFC","0.14","0.56","0.00","0.00","0.00","0.00","7days"
"namo organics","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","4164","B08RPBRQG1","B08RS21H4S","0.10","0.00","0.00","0.00","5.29","0.00","7days"
"apricot dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","4244","B082DGW7DF","B07NCNQMNM","8.52","7.32","5.66","0.00","2.27","0.00","7days"
"dried apricots 200gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","4551","B01M04G25G","B07NCNQMNM","3.73","8.27","7.18","0.00","13.01","0.00","7days"
"dry apricots 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","4749","B082DGW7DF","B07NCNQMNM","1.48","3.85","2.90","0.00","7.64","0.00","7days"
"apricots happilo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","4875","B09HS2BF64","B099T95JDD","16.99","12.61","9.20","0.00","19.15","0.00","7days"
"appricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","4978","B094YP7QHR","B01M04G25G","8.58","0.00","0.00","0.00","0.00","0.00","7days"
"dried rose petals edible","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","5666","B08X2YBGHS","B07PZ7PJ3R","0.00","1.92","1.67","0.00","1.54","0.00","7days"
"apricots dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","5686","B01M04G25G","B01M04G25G","9.55","11.90","0.00","0.82","0.00","0.00","7days"
"blackberry fruit dry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","5767","B07MP3DZQW","B0B4B8B6JQ","5.35","1.52","1.02","0.00","20.80","0.00","7days"
"khubani dry fruit 250 gram","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","5816","B07CNNYKP1","B01M04G25G","20.56","2.17","1.72","0.00","32.47","0.00","7days"
"apricot dry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","6027","B0BCG9FHCR","B08PPDWZTB","6.85","6.25","5.68","0.00","9.68","0.00","7days"
"apricots 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","6550","B082DGW7DF","B07C356GKK","1.17","0.82","0.63","0.00","1.12","0.00","7days"
"apricots dry fruits 1kg offer big size","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","6939","B071NVTXWN","B08S7DZWVM","3.35","5.26","4.07","0.00","20.71","0.00","7days"
"happilo dry fruits apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","7123","B08T187ZBF","B08T187ZBF","18.95","7.02","6.15","0.00","14.67","0.00","7days"
"turkish","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","7907","B0992M5BWC","B01M04G25G","32.06","45.70","34.77","0.00","10.81","0.00","7days"
"apricots dry fruits 200gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","8166","B08T187ZBF","B08T187ZBF","6.04","0.00","0.00","0.00","25.27","0.00","7days"
"dry fruits apricots 500grms","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","8406","B08RF2QXCQ","B074MC7TZL","3.33","5.71","2.20","0.00","19.10","0.00","7days"
"organic blackberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","8701","B097ZTYMJD","B08LBM2L4B","4.17","0.00","0.00","0.00","0.00","0.00","7days"
"dried apricots 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","8769","B082DGW7DF","B07PZWP8Z1","0.00","4.91","4.19","0.00","1.28","0.00","7days"
"dried apricots without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","9602","B01M04G25G","B07PZWP8Z1","7.45","3.33","0.00","0.00","0.00","0.00","7days"
"dry appricote","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","9920","B01M04G25G","B01M04G25G","3.65","0.00","0.00","0.00","0.00","0.00","7days"
"turkel apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","10238","B077QVZ771","B08T187ZBF","0.00","3.23","0.00","0.00","0.00","0.00","7days"
"apricot dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1-100","10746","B078LJJCHF","B01M04G25G","3.46","3.88","3.50","0.00","18.37","0.00","7days"
