"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"blueberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","62","B01MCVLVC7","B07GQWST7K","24.04","2.34","2.59","8.41","55.31","37.32","7days"
"prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","76","B00RTBV0R0","B00RTBV0R0","5.51","0.01","0.01","0.00","6.21","0.00","7days"
"blueberry dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","10K-50K","86","B01MCVLVC7","B08RP86P5C","19.01","6.83","5.54","19.96","53.74","19.42","7days"
"prunes dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","5K-10K","120","B00OOHS0AC","B00RTBV0R0","3.97","0.08","0.16","0.00","5.62","0.00","7days"
"blue berry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","161","B01MCVLVC7","B07GR82XK8","19.76","11.90","11.99","0.00","51.38","21.64","7days"
"blueberries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","184","B01MCVLVC7","B07GQWST7K","20.77","7.37","6.93","0.00","53.90","14.40","7days"
"blue berry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","248","B01MCVLVC7","B01LYTOXJ1","22.93","10.98","10.09","20.86","53.35","13.01","7days"
"blueberry fresh fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","289","B01MCVLVC7","B09PJD7MVG","20.59","13.15","11.08","35.83","54.00","35.84","7days"
"dried kiwi","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","354","B09SLPNMYC","B08SW7HGY9","8.02","0.99","0.87","18.06","27.13","0.00","7days"
"black berry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","359","B09MFQPH4Q","B07X7X8QH6","10.68","6.21","5.06","0.00","26.77","15.29","7days"
"prunes dry fruits without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","364","B00OOHS0AC","B00RTBV0R0","3.76","0.00","0.00","0.00","5.21","0.00","7days"
"blue berry fruit dry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","378","B01MCVLVC7","B01AWJJ1Y4","19.25","7.03","6.95","45.10","53.77","23.33","7days"
"blue berry fruit 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","380","B018IB47IS","B09BB1QWDG","17.09","1.75","1.41","3.87","50.16","23.21","7days"
"blueberries fresh fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","397","B07BG8V84G","B07GR24VMZ","25.32","5.54","5.56","0.00","68.45","19.76","7days"
"kiwi dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","398","B07Q8MPBHT","B08RS21H4S","10.77","1.50","2.23","4.74","28.84","0.00","7days"
"goji berry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","1K-5K","405","B01HM9TJH6","B08RC5LGQ1","3.01","0.63","0.66","0.00","14.78","0.00","7days"
"prunes 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","606","B01MUYB0XH","B00RTBV0R0","3.93","0.00","0.00","0.00","8.74","0.00","7days"
"prune","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","641","B01LWVFCMF","B00RTBV0R0","7.07","0.00","0.00","0.00","14.50","0.00","7days"
"blueberries without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","685","B08ZDDHWFT","B07GQWST7K","14.56","1.65","1.59","0.00","55.75","117.66","7days"
"dried prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","688","B00OOHS0AC","B00RTBV0R0","6.92","0.09","0.08","0.00","23.56","0.00","7days"
"pitted prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","778","B01LWVFCMF","B00RTBV0R0","4.37","0.00","0.33","0.00","8.28","0.00","7days"
"dried plum","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","814","B077Z4LVMP","B00RTBV0R0","1.49","0.00","0.10","0.00","7.50","0.00","7days"
"goji berries","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","865","B0714KWZ7P","B01HM9TJH6","5.83","3.44","2.94","0.00","16.18","0.00","7days"
"goji berries organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","881","B01HM9TJH6","B07D27TG8K","3.13","0.00","0.00","0.00","14.24","0.00","7days"
"blueberries dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","970","B01MCVLVC7","B07GQWST7K","17.60","7.45","6.36","0.00","45.94","8.38","7days"
"dried plums","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","987","B08NHNKX4G","B00RTBV0R0","4.49","0.00","0.00","0.00","24.34","0.00","7days"
"dry plum","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1067","B08NHNKX4G","B00RTBV0R0","0.16","0.00","0.00","0.00","0.00","0.00","7days"
"dried blueberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Blueberries","100-1K","1263","B01LYTOXJ1","B07GQWST7K","23.19","0.64","0.69","0.00","50.88","11.24","7days"
