"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"tong garden","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1K-5K","277","B00M7TFH3W","B09P222TPN","33.33","0.00","0.00","3.53","9.69","0.00","7days"
"jabsons peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1K-5K","318","B00ILIBKXY","B096NRGMCC","0.53","0.00","0.00","0.00","0.40","0.00","7days"
"tong garden peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","640","B00M7TFH3W","B0B5Y4W92R","22.82","0.00","0.00","0.00","3.52","0.00","7days"
"haldiram peanuts salted","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","2284","B01HCYY3VS","B0B5Y4W92R","8.26","0.00","0.00","0.00","0.00","0.00","7days"
"jabson","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","2870","B096NRGMCC","B096NRGMCC","2.02","9.02","5.96","0.00","2.47","0.00","7days"
"tong garden salted peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","2902","B00M7TFH3W","B09VDMZ71B","10.02","0.00","0.00","0.00","0.00","0.00","7days"
"jabson peanut","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","3542","B09B7PKHZ7","B096NRGMCC","0.84","0.00","0.00","0.00","0.00","0.00","7days"
"tongs garden","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","100-1K","3714","B00M7TFH3W","B0869DLBGL","23.86","0.00","0.00","0.00","5.80","0.00","7days"
"haldiram salted peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1-100","4751","B07XP92G92","B07KXGFGSS","8.19","0.00","0.00","0.00","0.00","0.00","7days"
"tong garden snacks","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1-100","7699","B0869DLBGL","B00M70Z5RY","28.51","3.70","2.86","0.00","10.53","0.00","7days"
"jabsons roasted peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1-100","10601","B071DJ8W7J","B071DJ8W7J","1.18","0.00","0.00","0.00","0.00","0.00","7days"
"tong garden wasabi","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1-100","11515","B008BS3OA6","B0B946677H","13.50","0.00","0.00","0.00","48.45","0.00","7days"
"diamond roasted peanuts","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Peanuts","1-100","14073","B08TT5NPWS","B0B51QLCWW","2.61","0.00","0.00","0.00","0.00","0.00","7days"
