"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"delmonte prunes","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","7664","B00RTBV0R0","B00RTBV0R0","0.78","0.00","0.00","0.00","0.00","0.00","7days"
"sunsweet prunes","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","14413","B07YKM9PWN","B00RTBV0R0","0.74","0.00","0.00","0.00","0.00","0.00","7days"
