"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"pine nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","5K-10K","122","B08P9SQ8RY","B01H8Y2VV6","0.48","0.00","0.00","0.00","4.70","0.00","7days"
"muskmelon seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","1K-5K","290","B075X2HNCC","B0B2S3BYDP","1.46","0.76","0.65","0.00","5.64","0.00","7days"
"pine nuts without shell","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","665","B07NYDQT74","B0846N2CSF","0.31","0.09","0.07","0.00","2.89","0.00","7days"
"kharbuja seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","100-1K","1059","B07Y5JL4LD","B01M6ZAIXL","4.94","0.19","0.28","0.00","6.41","0.00","7days"
"pine nut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1202","B08P9SQ8RY","B01H8Y2VV6","3.71","0.00","0.00","0.00","5.27","0.00","7days"
"chilgoza dry fruits 100gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1314","B08P9SQ8RY","B082ZRB5PK","6.03","0.00","0.00","0.00","24.10","0.00","7days"
"kharbooja seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","100-1K","1747","B075X2HNCC","B0B2S3BYDP","0.33","0.00","0.00","0.00","5.35","0.00","7days"
"pinenuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1836","B08P9SQ8RY","B0846N2CSF","4.98","0.00","0.00","0.00","14.02","0.00","7days"
"best pine nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","2910","B08RSQ5BPC","B0846N2CSF","0.09","0.10","0.09","0.00","0.41","0.00","7days"
"tilgoja dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","3974","B08LPYWCMF","B01N9Z7THS","6.80","0.00","0.00","0.00","30.04","0.00","7days"
"chilgoja in dry fruits 100 gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","5165","B08P9SQ8RY","B08GZXBGFG","3.25","0.00","0.00","0.00","25.64","0.00","7days"
"muskmelon seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","1-100","5473","B09SLDB3NG","B074Z8YLT8","0.57","0.83","0.75","0.00","7.25","0.00","7days"
"best+pine+nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","6167","B08P9SQ8RY","B0BBK2NWMS","1.15","0.44","0.37","0.00","1.91","0.00","7days"
"pinenut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","7081","B082ZRB5PK","B074MD7DGS","3.63","0.74","0.65","0.00","5.19","0.00","7days"
"chilgoza+seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","8327","B08GG7QV5T","B07LF8HCLL","2.28","0.00","0.00","0.00","0.00","0.00","7days"
"kharbooja seeds for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","1-100","8618","B075X2HNCC","B01MEHGSRK","1.76","0.00","0.00","0.00","0.00","0.00","7days"
"muskmelon seeds 100gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","1-100","9794","B074Z8YLT8","B09T3LN71Y","2.80","0.00","0.00","0.00","0.00","0.00","7days"
"muskmelon+seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Muskmelon Seeds","1-100","10461","B075X2HNCC","B0B2S3BYDP","0.00","0.00","0.00","0.00","0.00","0.00","7days"
"pine nits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","12739","B0846N2CSF","B09NKNDCTT","5.24","0.00","0.00","0.00","0.00","0.00","7days"
"sindhi dry fruits chilgoza","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","17304","B07P9TSW3G","B0B553NQ8S","4.57","0.00","0.00","0.00","22.64","0.00","7days"
