"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","50K-100K","6","B01LZ5DPXD","B08487XKYR","12.63","42.05","36.87","23.63","31.69","60.19","7days"
"kaju","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","50K-100K","13","B01LZ5DPXD","B08487XKYR","21.49","34.23","30.94","31.06","44.96","50.55","7days"
"dry fruits 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","20","B09VCC91WS","B09HTWBZ66","13.65","26.32","22.80","26.22","43.70","42.02","7days"
"cashews 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","22","B06WLL7WKB","B08487XKYR","12.65","25.40","23.67","24.43","39.49","66.37","7days"
"kaju 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","30","B08487XKYR","B08487XKYR","17.41","42.46","37.76","38.64","48.02","78.56","7days"
"cashew nuts 1 kg packet offers","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","38","B07X9NLL8T","B0992N4SCC","15.74","29.21","24.38","17.59","42.43","170.24","7days"
"kaju 1_kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","41","B0992N4SCC","B07GQW1HHN","18.27","18.32","15.45","20.37","49.66","72.86","7days"
"nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","43","B01LY6B085","B09WRMXP9Z","26.71","11.68","10.87","31.40","30.17","28.82","7days"
"anjeer dry fruits 1kg offer big size","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","44","B0B63C615W","B099KGD1C2","0.53","3.07","2.26","53.73","3.81","0.00","7days"
"dry fruits gift pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","46","B08P1FLDB8","B0BBDJMLYR","6.16","0.78","2.28","11.08","36.47","0.00","7days"
"cashews","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","47","B01LZ5DPXD","B08487XKYR","15.35","28.99","26.92","25.13","28.89","20.94","7days"
"nuts and dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","50","B01LY6B085","B01LY6B085","24.93","25.61","19.53","22.97","44.73","48.57","7days"
"cashew nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","68","B01LZ5DPXD","B0992N4SCC","14.78","37.14","33.49","24.11","37.09","50.05","7days"
"kaju 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","74","B07X9NLL8T","B0992N4SCC","13.51","36.08","28.62","10.63","44.72","32.30","7days"
"cashew 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","75","B0992N4SCC","B0992N4SCC","16.62","34.09","26.92","14.49","44.83","37.60","7days"
"mixed dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","10K-50K","77","B0BHJDKLKK","B09MM96YC4","21.25","16.07","19.67","23.37","45.70","171.30","7days"
"roasted cashews","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","89","B09314YCY4","B0B5LSKTD1","12.60","13.83","11.85","20.68","35.68","46.38","7days"
"cashew 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","90","B09GNSDZVW","B08487XKYR","17.79","26.04","25.47","19.88","33.13","85.65","7days"
"kaju 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","91","B06X8ZCKQ7","B01LZ5DPXD","18.00","41.53","36.50","34.17","48.81","322.08","7days"
"snacks items","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","98","B077JSZ95H","B08L12H6SG","1.97","11.90","2.64","8.06","5.27","0.00","7days"
"happilo cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","125","B01LZ5DPXD","B08487XKYR","65.84","45.96","43.86","8.71","55.52","15.19","7days"
"dry fruits mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","126","B01LY6B085","B09QGTVT5B","14.48","26.21","26.51","68.89","32.67","0.00","7days"
"cashew 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","136","B06X8ZCKQ7","B01LZ5DPXD","16.39","30.16","26.33","20.17","47.05","15.52","7days"
"salted cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","137","B01LX75MZS","B01LX75MZS","12.70","29.68","24.45","27.86","34.74","120.26","7days"
"mix dry fruits and nuts 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","5K-10K","138","B075X3N2W9","B09WRMXP9Z","19.30","39.22","31.65","39.54","44.16","0.00","7days"
"kaju 500 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","164","B09GNSDZVW","B09GNSDZVW","17.76","26.96","27.03","11.75","18.51","0.00","7days"
"chilgoza dry fruits 250g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","167","B08RSQ5BPC","B0846N2CSF","5.57","0.00","0.00","0.00","1.60","0.00","7days"
"dryfruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","168","B08P1FLDB8","B01LZ5DFW2","31.24","32.58","26.50","22.95","23.19","14.06","7days"
"dry fruits combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","216","B0974JHBB4","B09HTWBZ66","11.70","0.76","1.32","0.00","40.15","0.00","7days"
"cashews 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","226","B07X9NLL8T","B0992N4SCC","17.00","24.91","22.07","10.83","40.46","89.55","7days"
"cashews 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","238","B09GNSDZVW","B09GNSDZVW","17.59","24.40","22.96","17.29","29.35","0.00","7days"
"broken cashew","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","242","B08JVC127C","B07GQWS1BS","11.82","3.02","5.06","0.00","44.42","0.00","7days"
"mixed nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","244","B01LY6B085","B09WRMXP9Z","15.37","21.71","20.12","22.07","42.52","0.00","7days"
"nuts and dry fruits combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","251","B07FN16D9G","B0BBDJMLYR","12.34","1.67","2.56","0.00","40.63","0.00","7days"
"snacks","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","255","B01BDDXOG4","B0B5LVHCH9","12.71","8.93","17.61","0.00","17.73","0.00","7days"
"nut mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","291","B01LY6B085","B09WRMXP9Z","18.56","26.32","26.53","15.10","38.94","0.00","7days"
"dry fruit mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","293","B01LY6B085","B09QGTVT5B","15.96","25.95","25.60","22.93","34.18","49.32","7days"
"cashew 200gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Cashews","1K-5K","295","B08KGCBBPM","B01LZ5DPXD","19.71","22.61","22.64","13.99","28.52","0.00","7days"
