"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","100K-200K","1","B08P1FLDB8","B01LZ5DFW2","30.16","22.18","17.25","39.70","38.48","68.13","7days"
"dry fruits combo pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","10K-50K","23","B08P1FLDB8","B09HTWBZ66","15.60","4.82","4.53","19.50","42.03","63.09","7days"
"dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","95","B08P1FLDB8","B01LZ5DFW2","28.09","19.94","16.11","89.37","39.40","57.99","7days"
"mix dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","110","B0BHJDKLKK","B08JTBYKDW","12.23","23.91","21.79","29.96","45.04","252.92","7days"
"fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","141","B0BHJDKLKK","B0BBDJMLYR","23.28","2.89","5.09","0.00","12.15","0.00","7days"
"dried fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","5K-10K","149","B09SLPNMYC","B0B4DPJ9C3","28.03","13.75","10.26","26.62","50.43","72.41","7days"
"mixed dry fruits 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","166","B09JSBL8PS","B09MM96YC4","16.12","16.52","19.39","34.63","42.20","0.00","7days"
"fresh fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","178","B07BG7LBMS","B0B3RVL6BS","4.73","17.80","12.75","0.00","10.83","0.00","7days"
"kiwi","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","190","B07BG63MHG","B0BBH9L6Y9","4.63","0.00","0.00","0.00","5.31","0.00","7days"
"trail mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","208","B09P9Y4XRD","B01LY6B085","14.94","21.90","22.31","134.47","45.56","207.41","7days"
"dry fruits mixed pack","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Mixed Dried Fruits","1K-5K","240","B01LY6B085","B01LY6B085","20.30","30.11","26.73","28.89","48.96","0.00","7days"
