"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"almond","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","100K-200K","4","B084884GKX","B0992KMQYL","18.52","30.50","29.04","35.40","45.64","48.75","7days"
"almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","50K-100K","7","B084884GKX","B0992KMQYL","18.17","28.17","26.47","24.75","44.00","69.36","7days"
"almonds 1kg offers low price","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","50K-100K","12","B0992KMQYL","B0992KMQYL","15.49","25.51","24.62","16.41","43.38","31.55","7days"
"badam","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","16","B01LY6B08A","B0992KMQYL","15.12","33.21","30.04","33.02","42.47","37.33","7days"
"badam 1kg offers","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","17","B0992KMQYL","B0992KMQYL","14.03","44.98","38.15","21.69","48.44","25.50","7days"
"almonds 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","19","B06X6GSBMR","B084884GKX","16.31","30.72","26.29","25.14","50.33","18.09","7days"
"badam 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","36","B06X6GSBMR","B084884GKX","13.75","19.66","17.44","24.91","47.98","25.58","7days"
"amazon food","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","52","B07GQNQNJG","B01LZ5DFW2","22.11","36.92","36.54","0.00","0.51","0.00","7days"
"happilo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","64","B084884GKX","B01LY6B085","71.81","95.10","93.52","12.96","50.40","16.65","7days"
"almonds 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","69","B0992KMQYL","B0992KMQYL","16.48","21.86","21.19","11.60","43.71","21.89","7days"
"happilo almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","10K-50K","72","B01LY6B08A","B0992KMQYL","77.51","52.43","50.81","5.84","62.24","10.80","7days"
"badam 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","5K-10K","93","B078N84FY2","B07GQNLYBN","12.28","24.23","23.86","57.71","43.91","28.74","7days"
"mamra almonds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","5K-10K","105","B073SV86PJ","B08J2Y66LV","4.80","15.16","12.48","73.08","33.62","41.53","7days"
"anjeer 1_kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Almonds","5K-10K","107","B0B63C615W","B09TJNFYQK","19.54","6.32","4.93","13.53","5.53","0.00","7days"
