"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"aloo bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","633","B07N3Y2HZG","B00RTBV0R0","2.65","0.00","0.09","0.00","1.60","0.00","7days"
"plum fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","907","B07NDSF4JL","B00RTBV0R0","1.78","0.00","0.00","0.00","0.00","0.00","7days"
"prunes dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1129","B07GQWRZKN","B00RTBV0R0","27.53","0.00","0.00","0.00","0.00","0.00","7days"
"plum dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1225","B08NHNKX4G","B00RTBV0R0","4.98","0.00","0.00","0.00","5.82","0.00","7days"
"plum cake","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1553","B07LFJY8FP","B0BBDJMLYR","1.29","0.32","0.36","0.00","5.36","0.00","7days"
"aloo bukhara dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1707","B07NDSF4JL","B00RTBV0R0","3.18","0.00","0.00","0.00","11.97","0.00","7days"
"prunes fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","2435","B07GQWRZKN","B00RTBV0R0","24.01","0.00","0.00","0.00","1.30","0.00","7days"
"plums","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","3003","B081Z7SPL1","B00RTBV0R0","1.01","0.00","0.00","0.00","0.00","0.00","7days"
"aalu bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","3234","B082DFS4Z2","B08XYB6R4F","0.21","0.00","0.00","0.00","2.10","0.00","7days"
"dry aloo bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","3356","B07N3Y2HZG","B00RTBV0R0","0.08","0.00","0.00","0.00","0.00","0.00","7days"
"plum fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","4556","B07KK7XKBZ","B00RTBV0R0","7.68","0.00","0.00","0.00","0.00","0.00","7days"
"alu bukhara dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","5078","B07NDSF4JL","B07GQZSS53","11.34","0.00","0.00","0.00","37.01","0.00","7days"
"prunes dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","6141","B07GQWRZKN","B07GQWRZKN","28.78","0.00","0.00","0.00","8.51","0.00","7days"
