"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"aloo bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","607","B07N3Y2HZG","B00RTBV0R0","2.69","0.00","0.00","0.00","2.07","0.00","7days"
"plum fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","907","B07NDSF4JL","B00RTBV0R0","1.89","0.00","0.00","0.00","0.00","0.00","7days"
"prunes dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1098","B00RTC14FM","B00RTBV0R0","25.52","0.00","0.00","0.00","9.78","0.00","7days"
"plum cake","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1204","B07LFJY8FP","B0BBDJMLYR","1.11","0.17","0.32","0.00","6.13","0.00","7days"
"plum dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1660","B08NHNKX4G","B00RTBV0R0","5.09","0.00","0.00","0.00","6.24","0.00","7days"
"aloo bukhara dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","1863","B07NDSF4JL","B00RTBV0R0","3.54","0.00","0.00","0.00","15.05","0.00","7days"
"prunes fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","2532","B07GQWRZKN","B00RTBV0R0","23.60","0.00","0.00","0.00","1.09","0.00","7days"
"plums","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","3003","B081Z7SPL1","B00RTBV0R0","0.98","0.00","0.00","0.00","0.00","0.00","7days"
"aalu bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","100-1K","3030","B082DFS4Z2","B08XYB6R4F","0.20","0.00","0.00","0.00","2.17","0.00","7days"
"dry aloo bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","4309","B07N3Y2HZG","B00RTBV0R0","0.11","0.00","0.00","0.00","0.00","0.00","7days"
"plum fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","4379","B07BG7THC1","B00RTBV0R0","7.89","0.00","0.00","0.00","0.00","0.00","7days"
"alu bukhara dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","4813","B07NDSF4JL","B07GQZSS53","11.78","0.00","0.00","0.00","38.75","0.00","7days"
"aloo bukhara fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","7089","B00RTBV0R0","B074MCCDLN","3.48","0.00","0.00","0.00","0.00","0.00","7days"
"albakara fruits fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","7639","B09GRWMLSK","B09WRMXP9Z","0.92","0.00","0.44","0.00","1.72","0.00","7days"
"happilo dry fruits prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","7788","B098MFTTZ6","B01LWVFCMF","18.97","18.52","16.13","23.01","21.05","0.00","7days"
"prunes dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","8102","B07GQWRZKN","B07GQWRZKN","32.11","0.00","0.00","0.00","10.26","0.00","7days"
"christmas plum cake fruit mix","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","8157","B07LFJY8FP","B07SYLJFZ6","0.00","1.68","1.16","0.00","19.23","0.00","7days"
"unsweetened prunes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","8977","B099T54RWT","B00RTBV0R0","7.42","0.00","0.00","0.00","0.00","0.00","7days"
"alpakoda fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","10243","B07NDSF4JL","B07N3Y2HZG","3.72","0.00","0.00","0.00","0.00","0.00","7days"
"happilo prunes 200gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","10265","B01LWVFCMF","B01LWVFCMF","19.31","20.00","0.00","5.67","0.00","0.00","7days"
"pruns","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","10580","B081Z6PNP5","B07GQWRZKN","2.49","0.00","0.00","0.00","0.00","0.00","7days"
"albakara fruits dry 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","10923","B099PWJHNH","B07GQS1669","4.47","0.00","0.00","0.00","0.00","0.00","7days"
"purnes","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","11422","B00RTBV0R0","B06WGP7GFD","4.64","0.00","0.00","0.00","0.00","0.00","7days"
"delmonte prunes","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","11471","B00RTBV0R0","B00RTBV0R0","3.05","0.00","0.00","0.00","0.00","0.00","7days"
"prunes+dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","12221","B081Z6PNP5","B00RTBV0R0","3.87","0.00","0.00","0.00","0.00","0.00","7days"
"dried plums without sugar","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","12332","B081Z7SPL1","B07GR2G678","4.22","0.00","0.00","0.00","22.03","0.00","7days"
"proons","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","13018","B098MFTTZ6","B00RTBV0R0","4.55","2.63","4.55","0.00","2.70","0.00","7days"
"vegan non gmo sugar free prunes.","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","13062","B07Q5MSGF3","B081Z6PNP5","4.55","0.00","0.00","0.00","0.00","0.00","7days"
"crown dates in fresh 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","13623","B0758J61YD","B0758J61YD","42.77","75.00","0.00","2.71","0.00","0.00","7days"
"alu bukhara fruit 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","14651","B099PWJHNH","B07GQZSS53","0.34","0.00","1.63","0.00","1.32","0.00","7days"
"dry fruits aloo bukhara","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","15699","B07N3Y2HZG","B07GQWRZKN","1.10","0.00","0.00","0.00","0.00","0.00","7days"
"pruned","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Prunes","1-100","17260","B00RTBV0R0","B07GQWRZKN","3.64","0.00","0.00","0.00","0.00","0.00","7days"
