"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"pine nuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","5K-10K","125","B08P9SQ8RY","B01H8Y2VV6","0.46","0.00","0.00","0.00","5.30","0.00","7days"
"pine nuts without shell","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","703","B07NYDQT74","B0846N2CSF","0.33","0.10","0.08","0.00","3.25","0.00","7days"
"pine nut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1086","B08P9SQ8RY","B01H8Y2VV6","3.45","0.00","0.00","0.00","6.22","0.00","7days"
"chilgoza dry fruits 100gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1365","B08P9SQ8RY","B082ZRB5PK","6.72","0.00","0.00","0.00","26.26","0.00","7days"
"pinenuts","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","100-1K","1711","B08P9SQ8RY","B0846N2CSF","4.86","0.00","0.00","0.00","17.85","0.00","7days"
"tilgoja dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","4267","B09TWDBNDQ","B01N9Z7THS","4.15","0.00","0.00","0.00","30.52","0.00","7days"
"pinenut","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","6968","B08P9SQ8RY","B074MD7DGS","3.66","0.79","0.63","0.00","5.49","0.00","7days"
"chilgoza+seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","7496","B08GG7QV5T","B07LF8HCLL","2.03","0.00","0.00","0.00","0.00","0.00","7days"
"chilgoza without shell","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","7927","B07NYDQT74","B08Y79LCPZ","0.16","0.00","0.00","0.00","0.00","0.00","7days"
"sindhi dry fruits chilgoza","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pine Seeds","1-100","17212","B07P9TSW3G","B0B553NQ8S","4.57","0.00","0.00","0.00","22.64","0.00","7days"
