"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"pumpkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","50K-100K","5","B089WVTBXX","B07GQW1HJC","6.74","4.70","6.46","40.95","11.98","24.70","7days"
"pumpkin seeds for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","10K-50K","49","B07R55QNXB","B07GQW1HJC","7.57","12.18","12.93","19.80","14.45","128.10","7days"
"pumpkin seeds 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","10K-50K","52","B08296TRWV","B07GQW1HJC","3.27","0.43","0.60","18.41","26.59","67.64","7days"
"pumpkin seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","5K-10K","131","B089WVTBXX","B07GQW1HJC","9.35","18.50","18.13","49.39","7.78","0.00","7days"
"pumpkin seeds 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","5K-10K","140","B06X9P143F","B07GQW1HJC","4.18","12.46","12.71","0.00","31.66","36.25","7days"
"pumpkin seeds 250 gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","173","B089WVTBXX","B01M3SDPPK","17.60","13.88","13.23","18.98","41.70","16.21","7days"
"pumkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","230","B089WVTBXX","B07GQW1HJC","6.44","0.00","0.00","0.00","0.00","0.00","7days"
"roasted pumpkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","255","B07587K8S5","B07GQW1HJC","9.48","9.41","9.46","36.43","32.43","8.83","7days"
"pumking seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","271","B089WVTBXX","B07GQW1HJC","7.74","16.67","0.00","0.00","0.00","0.00","7days"
"pumpkin seeds and sunflower seeds combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","417","B08VRVP5SS","B088XLZDJC","3.40","0.22","0.22","0.00","20.23","0.00","7days"
"fia home foods products","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","1K-5K","510","B09QNJ3C8J","B0B5LVHCH9","11.72","1.55","2.99","0.00","2.23","0.00","7days"
"pumkin seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","545","B089WVTBXX","B07GQW1HJC","5.75","0.00","0.00","0.00","0.00","0.00","7days"
"roasted pumpkin seeds for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","608","B07587K8S5","B07WRCP5KN","9.29","15.10","14.48","18.09","22.65","0.00","7days"
"dryfruit mart","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","732","B08B4X4K5N","B01LZ5DFW2","23.67","19.86","15.78","51.54","19.42","0.00","7days"
"raw pumpkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","760","B07R55QNXB","B07GQW1HJC","8.13","12.26","13.07","0.00","21.54","0.00","7days"
"pumpkin seeds in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","883","B07GQRWYNP","B01M3SDPPK","6.04","29.86","29.14","6.14","3.21","0.00","7days"
"pumpkin seeds 1_kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","999","B0B6SPPDCW","B06X9P143F","10.20","2.15","4.95","0.00","35.21","2.01","7days"
"pumpkin seeds organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1052","B07R55QNXB","B0B3T42341","3.68","0.24","0.84","0.00","20.77","5.54","7days"
"happilo pumpkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1064","B07587K8S5","B07587K8S5","42.47","44.61","42.21","26.76","26.57","0.00","7days"
"pumpkin+seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1082","B07GQRWYNP","B06X9P143F","4.00","0.42","2.76","0.00","8.71","0.00","7days"
"watermelon seeds in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1089","B01MEHGSRK","B01F8UA1AA","6.90","31.88","31.65","0.00","3.95","0.00","7days"
"kaddu ke beej","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1278","B09H2XX7W6","B07GQW1HJC","1.84","4.44","5.04","0.00","3.07","0.00","7days"
"pumkinseeds seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1321","B07GQRWYNP","B07GQW1HJC","3.93","0.00","0.00","0.00","0.00","0.00","7days"
"sft pumpkin seeds","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1394","B08296TRWV","B09NYB4SPH","6.82","5.57","6.46","0.00","24.03","0.00","7days"
"pumpkin seeds 1 kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1418","B08296TRWV","B06WGP7PSQ","6.88","0.34","0.29","0.00","29.12","0.00","7days"
"organic pumpkin seeds for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1421","B07R55QNXB","B06X9P143F","4.11","1.48","5.81","0.00","20.24","0.00","7days"
"pumpkin puree","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1472","B0B1WVMP98","B09579V36G","0.00","2.15","1.80","0.00","0.72","0.00","7days"
"pumkin seads","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1486","B07GQRWYNP","B07GQW1HJC","6.93","0.00","0.00","0.00","0.00","0.00","7days"
"jackfruit chips","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1587","B09G3DCG2T","B0BGC9RS8L","17.42","0.00","0.00","0.00","0.00","0.00","7days"
"sunflower and pumpkin seeds combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1773","B08Y6H19BZ","B088XLZDJC","2.60","0.40","0.64","0.00","29.41","0.00","7days"
"vedaka pumpkin seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1822","B07GQW1HJC","B07GQW1HJC","7.67","7.20","6.99","0.00","18.38","15.23","7days"
"pumpkin seeds for eating 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1842","B07PWK6WFV","B073XRDYT3","5.72","0.64","1.21","0.00","19.91","0.00","7days"
"pumkin sheeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","1924","B089WVTBXX","B07GQW1HJC","7.14","20.00","0.00","0.00","0.00","0.00","7days"
"sorich pumpkin seeds","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2146","B07545H9W3","B07545H9W3","0.67","0.00","0.44","0.00","13.86","0.00","7days"
"salted pumpkin seeds for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2198","B016KPMJF2","B0B97SQNFQ","15.79","23.00","23.33","0.00","36.76","0.00","7days"
"roasted+pumpkin+seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2221","B07J3BSNJ4","B0B97RZPNX","9.70","26.05","25.56","0.00","27.27","0.00","7days"
"pumkin seeeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2223","B089WVTBXX","B07GQW1HJC","5.67","0.00","0.00","0.00","0.00","0.00","7days"
"melon seeds in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2295","B079L58ZFF","B082SWR3GS","14.33","28.30","30.91","0.00","8.00","0.00","7days"
"happilo seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Pumpkin Seeds","100-1K","2384","B07NTJ9KF5","B07587K8S5","61.30","68.13","66.05","12.93","29.00","0.00","7days"
