"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"apricots dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","10K-50K","55","B082DGDZM9","B01M04G25G","5.86","5.78","4.75","36.12","16.86","15.08","7days"
"apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","10K-50K","82","B082DGDZM9","B01M04G25G","5.12","6.10","4.81","29.95","1.56","0.00","7days"
"rose petals","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","225","B08RBQJ84Y","B07PZ7PJ3R","0.05","0.00","0.00","0.00","0.00","0.00","7days"
"dried apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","232","B082DGDZM9","B01M04G25G","4.93","5.91","4.68","28.70","9.91","0.00","7days"
"apricots dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","249","B078LJJCHF","B07NCNQMNM","7.81","3.04","2.41","0.00","26.21","0.00","7days"
"apricot dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","295","B01M04G25G","B01M04G25G","23.87","13.06","10.06","5.03","17.14","0.00","7days"
"apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","338","B082DGDZM9","B01M04G25G","4.37","5.26","4.07","47.36","1.75","0.00","7days"
"dry apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","499","B078LJJCHF","B07NCNQMNM","8.93","4.04","3.80","0.00","32.23","0.00","7days"
"dry rose petals","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","1K-5K","536","B08RBQJ84Y","B07PZ7PJ3R","1.06","0.00","0.00","0.00","3.77","0.00","7days"
"rose petals dried","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","694","B08RBQJ84Y","B07PZ7PJ3R","0.02","0.00","0.00","0.00","0.00","0.00","7days"
"dried apricots","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","830","B078LJJCHF","B01M04G25G","7.97","7.34","6.73","9.11","2.41","0.00","7days"
"khumani dry fruits 1kg offer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","891","B078LJJCHF","B07NCNQMNM","10.81","6.40","4.99","0.00","21.39","0.00","7days"
"dry apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","919","B082DGW7DF","B077QVZ771","9.46","4.49","3.64","0.00","15.73","0.00","7days"
"rasberry","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","954","B0B2LJV3JR","B07GR8351K","12.56","6.06","5.95","0.00","32.44","0.00","7days"
"turkish apricot","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1107","B082DGDZM9","B01M04G25G","5.58","9.53","7.99","34.92","7.96","0.00","7days"
"khumani","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Apricots","100-1K","1203","B078LJJCHF","B07NCNQMNM","3.78","0.00","0.00","0.00","0.00","0.00","7days"
