"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","50K-100K","8","B0758D65V3","B0758D65V3","6.98","14.93","13.55","14.25","4.54","0.00","7days"
"figs dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","10K-50K","46","B08V6VXB7T","B0758D65V3","6.42","6.42","4.94","11.93","4.67","0.00","7days"
"fig","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","10K-50K","60","B01LL2BK72","B0758D65V3","13.01","16.32","14.56","21.15","11.41","57.09","7days"
"anjeer 250 grams","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","5K-10K","88","B08V6VXB7T","B0758D65V3","7.58","12.91","10.66","21.99","3.06","0.00","7days"
"anjir","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","179","B08V6VXB7T","B0758D65V3","21.98","15.73","13.50","18.88","30.01","0.00","7days"
"anjeer 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","209","B01LL2BK72","B0758D65V3","15.17","14.13","11.30","76.58","3.76","0.00","7days"
"dry fig","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","260","B01LL2BK72","B0758D65V3","11.09","15.45","14.08","17.13","9.89","0.00","7days"
"anjeer dry fruit","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","279","B01LL2BK72","B0758D65V3","16.89","20.20","16.92","9.34","5.63","0.00","7days"
"happilo anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","358","B0758D65V3","B0758D65V3","76.43","13.23","11.51","4.95","43.61","41.01","7days"
"anjeer in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","359","B0758D65V3","B0758D65V3","30.69","69.53","63.99","1.35","6.60","0.00","7days"
"kismis 500gm fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","1K-5K","407","B011EFYNG6","B08487YGZQ","17.80","34.57","33.23","30.23","5.14","0.00","7days"
"dry figs 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","576","B075MGMQY5","B077FZF336","9.40","15.96","12.95","0.00","5.71","0.00","7days"
"afghani anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","604","B0758D65V3","B0758D65V3","7.22","15.34","11.43","63.48","3.78","0.00","7days"
"tulsi anjeer","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","812","B01LL2BK72","B0758D65V3","11.83","10.82","9.32","14.29","2.71","0.00","7days"
"carnival classic anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","822","B08XNVG77W","B08NCQGVCH","0.05","0.67","0.58","0.00","0.12","0.00","7days"
"figs dry fruits 250g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","917","B08V6VXB7T","B0758D65V3","7.63","16.20","15.08","16.60","7.35","0.00","7days"
"dry fruits anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","923","B08H2FHXQN","B0758D65V3","10.00","15.14","11.54","34.03","3.82","0.00","7days"
"tulsi dry fruits","COMPETITOR","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","938","B011IMA5X0","B01LPY9XY8","7.05","18.38","15.81","0.00","37.97","0.00","7days"
"dried fig","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","992","B08V6VXB7T","B0758D65V3","8.84","12.71","11.32","10.59","6.32","0.00","7days"
"angeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","1043","B0758D65V3","B0758D65V3","3.89","0.00","0.00","0.00","0.00","0.00","7days"
"anjeer dry fruits","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","1059","B0758D65V3","B0758D65V3","5.90","13.37","11.46","124.46","3.58","0.00","7days"
"anjeer 500gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","1136","B01LL2BK72","B0758D65V3","24.81","25.09","17.97","2.14","6.74","0.00","7days"
"carnival anjeer","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Anjeer (Figs)","100-1K","1142","B08XNVG77W","B08NCRNTZS","2.44","0.63","0.55","0.00","0.89","0.00","7days"
